Name,MAE,MRAE(%),StdAE,MSE,$R^2$
Neural Regressor,1.515139204575556,4.117209438013911,2.236031805467531,7.295485044304239,0.9680205917776031
Random Forest Regressor,1.5713314661871693,4.274517194721731,2.3029853930358595,7.772824297166451,0.9659281980936805
Support Vector Regressor,8.220999796649993,20.02855419392519,10.06869251320414,168.9634065819723,0.2593570241158627
Kernel Ridge Regressor,2.705411639592908,7.4594384869407255,3.3005033087215585,18.212574230526744,0.920166055778096
K-NN Regressor,4.854874999999999,14.376493326600285,4.941756897539072,47.99077249999999,0.7896347541848685
Gaussian Process Regressor,1.4593353590420552,3.9801659609141344,2.2726586807450255,7.294637169316123,0.9680243083968822
Gradient Boosting Regressor,1.454580045540059,3.9050702001974678,2.2537343247945296,7.195121515640374,0.968460530484117
TPOT Regressor 1,5.000758332206248,15.828167009304137,5.523225051363532,55.5135988651399,0.756658806203885
TPOT Regressor 2,1.5124135561784104,4.18104609941902,2.2759048325757645,7.4671375718539466,0.9672681611691402
TPOT Regressor 3,2.056351015622793,6.303140737627933,2.2487261060717207,9.285348599581377,0.9592981204745116
TPOT Regressor 4,1.5309470812479649,4.330582043443552,2.487957439256072,8.533731185131296,0.9625927993036495
Ensemble Model,1.5941803062212925,4.50720259857825,2.488984294576231,8.736453667390954,0.9617041750412915
