Well,index,H3BO3[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],OD340_pred,OD340_std,Label
A1,0.0,0.013165187303747569,0.36662609865297324,4.2823028578736935,0.005969997675900192,35.91740750047395,0.3335562492088428,823.0280170434711,2.4702611509777983e-05,0.0058464775703185,0.005476628485067425,0.007578552960058469,0.0009744986327108388,0.4917437926168261,0.126889650733208,explore
B1,0.0,0.013165187303747569,0.36662609865297324,4.2823028578736935,0.005969997675900192,35.91740750047395,0.3335562492088428,823.0280170434711,2.4702611509777983e-05,0.0058464775703185,0.005476628485067425,0.007578552960058469,0.0009744986327108388,0.4917437926168261,0.126889650733208,explore
C1,0.0,0.013165187303747569,0.36662609865297324,4.2823028578736935,0.005969997675900192,35.91740750047395,0.3335562492088428,823.0280170434711,2.4702611509777983e-05,0.0058464775703185,0.005476628485067425,0.007578552960058469,0.0009744986327108388,0.4917437926168261,0.126889650733208,explore
D1,1.0,0.013149553396003337,0.366185604590111,5.126380845771201,0.0019272786742093836,35.77318370927318,0.32446550926696194,909.2683340521218,2.5646370046459788e-05,0.005856914014548519,0.005445062406198449,0.007548269587513598,0.0009673732745580469,0.4888700331440416,0.1265478033731485,explore
E1,1.0,0.013149553396003337,0.366185604590111,5.126380845771201,0.0019272786742093836,35.77318370927318,0.32446550926696194,909.2683340521218,2.5646370046459788e-05,0.005856914014548519,0.005445062406198449,0.007548269587513598,0.0009673732745580469,0.4888700331440416,0.1265478033731485,explore
F1,1.0,0.013149553396003337,0.366185604590111,5.126380845771201,0.0019272786742093836,35.77318370927318,0.32446550926696194,909.2683340521218,2.5646370046459788e-05,0.005856914014548519,0.005445062406198449,0.007548269587513598,0.0009673732745580469,0.4888700331440416,0.1265478033731485,explore
A2,2.0,0.013121825979975748,0.3660499724348481,5.125457593813649,0.002091994678954502,35.77315926181918,0.22453509580756825,909.2683325207769,2.4394279814976362e-05,0.005858338996269682,0.005454685758145232,0.00758114777053357,0.0009642745360880357,0.4887981302024399,0.12621083471811917,explore
B2,2.0,0.013121825979975748,0.3660499724348481,5.125457593813649,0.002091994678954502,35.77315926181918,0.22453509580756825,909.2683325207769,2.4394279814976362e-05,0.005858338996269682,0.005454685758145232,0.00758114777053357,0.0009642745360880357,0.4887981302024399,0.12621083471811917,explore
C2,2.0,0.013121825979975748,0.3660499724348481,5.125457593813649,0.002091994678954502,35.77315926181918,0.22453509580756825,909.2683325207769,2.4394279814976362e-05,0.005858338996269682,0.005454685758145232,0.00758114777053357,0.0009642745360880357,0.4887981302024399,0.12621083471811917,explore
D2,3.0,0.0016951842022418142,0.32181875542399235,1.8337873365931476,0.04434634627762436,32.43519299140592,0.10794734405105955,897.3421839136678,1.9532143234008725e-05,0.0051861207260493975,0.004490944087840094,0.011169803918128983,0.0005624990200578098,0.4914069162161002,0.12563343183939799,explore
E2,3.0,0.0016951842022418142,0.32181875542399235,1.8337873365931476,0.04434634627762436,32.43519299140592,0.10794734405105955,897.3421839136678,1.9532143234008725e-05,0.0051861207260493975,0.004490944087840094,0.011169803918128983,0.0005624990200578098,0.4914069162161002,0.12563343183939799,explore
F2,3.0,0.0016951842022418142,0.32181875542399235,1.8337873365931476,0.04434634627762436,32.43519299140592,0.10794734405105955,897.3421839136678,1.9532143234008725e-05,0.0051861207260493975,0.004490944087840094,0.011169803918128983,0.0005624990200578098,0.4914069162161002,0.12563343183939799,explore
A3,4.0,0.06685148879343485,0.5940251732107027,1.6878147881147307,0.04121032991629106,30.684891970540267,0.28378916365525425,648.8454239062281,2.6920129212123924e-05,0.004024826755194494,0.0017747563438883663,0.00206497296955601,0.0009307651715897096,0.48800588648602483,0.12527954807594932,explore
B3,4.0,0.06685148879343485,0.5940251732107027,1.6878147881147307,0.04121032991629106,30.684891970540267,0.28378916365525425,648.8454239062281,2.6920129212123924e-05,0.004024826755194494,0.0017747563438883663,0.00206497296955601,0.0009307651715897096,0.48800588648602483,0.12527954807594932,explore
C3,4.0,0.06685148879343485,0.5940251732107027,1.6878147881147307,0.04121032991629106,30.684891970540267,0.28378916365525425,648.8454239062281,2.6920129212123924e-05,0.004024826755194494,0.0017747563438883663,0.00206497296955601,0.0009307651715897096,0.48800588648602483,0.12527954807594932,explore
D3,5.0,0.009931825563170578,0.5093849805566624,2.5023614125859366,0.08540504318078591,32.03865355692898,0.4364151061287343,383.10417783163535,2.7847479520816165e-05,0.0016728294221770995,0.0034044006565056386,0.013261205355116391,0.001193557657880219,0.4853639445338399,0.12548962770680333,explore
E3,5.0,0.009931825563170578,0.5093849805566624,2.5023614125859366,0.08540504318078591,32.03865355692898,0.4364151061287343,383.10417783163535,2.7847479520816165e-05,0.0016728294221770995,0.0034044006565056386,0.013261205355116391,0.001193557657880219,0.4853639445338399,0.12548962770680333,explore
F3,5.0,0.009931825563170578,0.5093849805566624,2.5023614125859366,0.08540504318078591,32.03865355692898,0.4364151061287343,383.10417783163535,2.7847479520816165e-05,0.0016728294221770995,0.0034044006565056386,0.013261205355116391,0.001193557657880219,0.4853639445338399,0.12548962770680333,explore
A4,6.0,0.02337570020640662,0.17236239307613727,4.635960104783807,0.06596038705061365,33.686325586962774,0.28997051043279926,834.8784899316514,2.6798011945274105e-05,0.005634875650990098,0.004348793038064068,0.004600237768115432,0.0004471373270195174,0.4830522838930714,0.12534128135937728,explore
B4,6.0,0.02337570020640662,0.17236239307613727,4.635960104783807,0.06596038705061365,33.686325586962774,0.28997051043279926,834.8784899316514,2.6798011945274105e-05,0.005634875650990098,0.004348793038064068,0.004600237768115432,0.0004471373270195174,0.4830522838930714,0.12534128135937728,explore
C4,6.0,0.02337570020640662,0.17236239307613727,4.635960104783807,0.06596038705061365,33.686325586962774,0.28997051043279926,834.8784899316514,2.6798011945274105e-05,0.005634875650990098,0.004348793038064068,0.004600237768115432,0.0004471373270195174,0.4830522838930714,0.12534128135937728,explore
D4,0.0,0.011183048017572778,0.8710779946572187,1.9691759994153955,0.032419179913675884,10.27590558704245,1.6310316418205166,459.9009451706432,0.00011307835104696595,0.0018298065659530347,0.0009308510785703832,0.005660383551760829,0.0011302441126852718,0.5707059378592723,0.10937788507176825,exploit
E4,0.0,0.011183048017572778,0.8710779946572187,1.9691759994153955,0.032419179913675884,10.27590558704245,1.6310316418205166,459.9009451706432,0.00011307835104696595,0.0018298065659530347,0.0009308510785703832,0.005660383551760829,0.0011302441126852718,0.5707059378592723,0.10937788507176825,exploit
F4,0.0,0.011183048017572778,0.8710779946572187,1.9691759994153955,0.032419179913675884,10.27590558704245,1.6310316418205166,459.9009451706432,0.00011307835104696595,0.0018298065659530347,0.0009308510785703832,0.005660383551760829,0.0011302441126852718,0.5707059378592723,0.10937788507176825,exploit
A5,1.0,0.00145958604730591,0.7892739268646144,3.2504469114746684,0.003534982545094964,13.272331996768381,2.1303529536860917,551.9410827232178,4.5571789307997584e-05,0.0004728848621969867,0.0023564882184377474,0.012189495104699659,4.529137167331554e-05,0.5539149736012605,0.10917311243948205,exploit
B5,1.0,0.00145958604730591,0.7892739268646144,3.2504469114746684,0.003534982545094964,13.272331996768381,2.1303529536860917,551.9410827232178,4.5571789307997584e-05,0.0004728848621969867,0.0023564882184377474,0.012189495104699659,4.529137167331554e-05,0.5539149736012605,0.10917311243948205,exploit
C5,1.0,0.00145958604730591,0.7892739268646144,3.2504469114746684,0.003534982545094964,13.272331996768381,2.1303529536860917,551.9410827232178,4.5571789307997584e-05,0.0004728848621969867,0.0023564882184377474,0.012189495104699659,4.529137167331554e-05,0.5539149736012605,0.10917311243948205,exploit
D5,2.0,0.012036241356718083,0.7479763944071626,2.4115658469712047,0.022749828155341763,13.419253180991548,2.2160450024492944,418.1241597216342,0.0001726881989099723,0.0007335741102694221,0.00040531511399426943,0.010762537564098673,0.0005067954356424131,0.5525191550685948,0.10806459987266152,exploit
E5,2.0,0.012036241356718083,0.7479763944071626,2.4115658469712047,0.022749828155341763,13.419253180991548,2.2160450024492944,418.1241597216342,0.0001726881989099723,0.0007335741102694221,0.00040531511399426943,0.010762537564098673,0.0005067954356424131,0.5525191550685948,0.10806459987266152,exploit
F5,2.0,0.012036241356718083,0.7479763944071626,2.4115658469712047,0.022749828155341763,13.419253180991548,2.2160450024492944,418.1241597216342,0.0001726881989099723,0.0007335741102694221,0.00040531511399426943,0.010762537564098673,0.0005067954356424131,0.5525191550685948,0.10806459987266152,exploit
A6,3.0,0.024961737987025424,0.06889605799607951,3.2657195150835214,0.05209048685306034,14.447462335087316,0.5809337499216944,340.77386635901354,7.996326231880835e-05,0.0013491933031686424,0.0007877404474751379,0.0048509906274282035,0.0001943994450027106,0.5487538657935638,0.10729954409886376,exploit
B6,3.0,0.024961737987025424,0.06889605799607951,3.2657195150835214,0.05209048685306034,14.447462335087316,0.5809337499216944,340.77386635901354,7.996326231880835e-05,0.0013491933031686424,0.0007877404474751379,0.0048509906274282035,0.0001943994450027106,0.5487538657935638,0.10729954409886376,exploit
C6,3.0,0.024961737987025424,0.06889605799607951,3.2657195150835214,0.05209048685306034,14.447462335087316,0.5809337499216944,340.77386635901354,7.996326231880835e-05,0.0013491933031686424,0.0007877404474751379,0.0048509906274282035,0.0001943994450027106,0.5487538657935638,0.10729954409886376,exploit
D6,4.0,0.007752212757338899,0.7222366784813359,3.767422632436276,0.045454579714616666,10.837405435544316,0.1035328488275934,661.9497810758878,0.00011947255369118571,0.0002901737185791814,0.0017136022174806115,0.014295214717198178,0.00023576975160832808,0.5473120128417529,0.10781217712243164,exploit
E6,4.0,0.007752212757338899,0.7222366784813359,3.767422632436276,0.045454579714616666,10.837405435544316,0.1035328488275934,661.9497810758878,0.00011947255369118571,0.0002901737185791814,0.0017136022174806115,0.014295214717198178,0.00023576975160832808,0.5473120128417529,0.10781217712243164,exploit
F6,4.0,0.007752212757338899,0.7222366784813359,3.767422632436276,0.045454579714616666,10.837405435544316,0.1035328488275934,661.9497810758878,0.00011947255369118571,0.0002901737185791814,0.0017136022174806115,0.014295214717198178,0.00023576975160832808,0.5473120128417529,0.10781217712243164,exploit
A7,5.0,0.024280720129844658,0.025944151039015425,3.5110113541306562,0.050467369005784794,15.020221807902514,0.4811655497155245,336.82416294363776,8.954319772978546e-05,0.0012011804632772213,0.000642245766258342,0.014628352512780038,0.0002648846033741523,0.5461872054868141,0.10752964606222842,exploit
