,H3BO3[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],OD340
0,0.008309435024609216,0.9297275202037294,2.674660912752774,0.0050194702193684625,47.527518924933155,0.2322928181966913,928.0136598546345,2.6531716348663893e-05,0.00447285587767174,0.003909015385605375,0.00835555527213852,0.001414668232709978,602.0882103599617
1,0.00831069647098851,0.9297275160030671,2.6746609053490134,0.005018178376333041,47.5275189277724,0.23229300100334715,928.0136598547836,2.6130795413500658e-05,0.004465292507097241,0.003916938085024335,0.008352250569333728,0.001892372375729334,602.0824957559356
2,0.008324028439902872,0.9297269152349623,2.674661022642356,0.005019771224744186,47.5275188435188,0.23229364674402003,928.0136598544719,2.3987970898202044e-05,0.004517914410390847,0.003914145660115483,0.009390718218542924,0.0004865217424320043,601.6804946393077
3,0.008680035703437177,0.9123915736804058,2.5739180991059922,0.004679667691779634,46.20082946167921,0.22675974552517258,931.3019223713867,2.3875475133645645e-05,0.0048166152855948895,0.0029238559371129328,0.007915201674112419,0.001243196705139097,600.8464237784071
4,0.008681210917850948,0.9123915665693227,2.5739180927962546,0.004678604467289427,46.20082946411375,0.2267599110132488,931.3019223715148,2.3429806179276384e-05,0.004809500064749881,0.0029302941726552876,0.007912348608517958,0.0016671006935717713,600.8407368198687
5,0.006351082825678208,0.6497544814669185,2.3149132969483444,0.005471375007914785,44.90351382830328,0.21813227221901638,966.024058228284,2.2966558797397592e-05,0.004553354510253656,0.0037083198371099047,0.012047011977335284,0.0011744542439145354,598.9599772005367
6,0.006358536208614733,0.6497152950261412,2.3389764545840483,0.005439436298397734,44.90174905222043,0.2181542970227214,966.0240824254671,2.4497967798496385e-05,0.004549710978888981,0.0040327728936093024,0.01204206462560036,0.0005950526870628345,598.7453142188731
7,0.006361092427842672,0.6497151326919813,2.338976448477782,0.005435928724994869,44.90174905837666,0.21815487748353082,966.0240824259565,2.4100946217320513e-05,0.004525657693712725,0.004208700146016983,0.01203150877287084,0.0016926432658494143,598.7311560257009
8,0.004675610401613222,0.6244225557409803,1.8714708685849064,0.005782742043257943,45.468668037984514,0.23534282194100006,898.7903908190135,2.6008131764883315e-05,0.004383534755339916,0.005446440030760156,0.010828715796472432,0.001455871495922665,598.2162430940039
9,0.0033940757882261127,0.5921944085818103,2.5560149010978037,0.004827091472247002,46.56721680987228,0.2288374399798872,706.0279530236064,3.760025875902775e-06,0.004208124827439068,0.0004291314311945661,0.0011363993014680115,0.0014764430474482014,599.8204945359186
10,0.0053337801167457405,0.5644243148939666,2.0606796921993897,0.005091206526811378,42.836283672107776,0.22730629708807543,901.2063007428611,1.3622691855658746e-05,0.004386330236480976,0.0015092557968425266,0.010636710029450698,0.000733694775578004,600.2610072110874
11,0.005331709313145392,0.5644233639747553,2.0606797612493617,0.005088028964633442,42.83628366972462,0.227307294526793,901.2063007437678,1.688471750133237e-05,0.00434398163043779,0.002494069252443427,0.010618285132712086,0.0007163937037252078,600.2541938970041
12,0.0061716386533605585,0.9323771901875626,2.2678180249651354,0.0023260934982415648,46.356758795049195,0.20163425402107796,923.2382647935156,2.6753285496513752e-05,0.004752354003265886,0.004420731408737398,0.010228027930816463,0.000588071869126502,598.4266517698884
13,0.005376105507902689,0.5644216324555251,2.0606800098855618,0.00507972399453826,42.83628346666286,0.22731070322085128,901.2063007442042,7.95203396809578e-06,0.004427468971418591,0.0025500846712071005,0.013398063112727144,0.0007350296956811957,599.7402368055452
14,0.0053790187759691814,0.564421617616172,2.060679992230139,0.005076602812165787,42.836283473473905,0.22731113969428887,901.2063007445577,7.177149094467559e-06,0.0044093661815155704,0.0025688801626047864,0.01339064584425662,0.0018572230952601917,599.7273987351091
15,0.0033988156785965287,0.5921942347386311,2.5560149286159923,0.004826369261889379,46.567216824949845,0.22883756921401577,706.0279530233714,6.1479173925373065e-06,0.003735362259588494,0.00041421691946960074,0.001150033002500905,0.0014698272496754018,599.5892470914415
