,H3BO3[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],OD340,OD340_pred,OD340_std,OD340_cv_pred,OD340_cv_std,Label
0,0.019871,0.205718,2.36508,0.021243,6.375749,4.320423,21.652901,2.3e-05,0.001306,0.0001,0.0008,0.0001,20.76,20.972726233432148,8.136166057504841,27.744983500368935,9.019423438029978,train
1,0.019871,0.205718,2.36508,0.021243,6.375749,4.320423,21.652901,2.3e-05,0.001306,0.0001,0.0008,0.0001,21.490000000000002,20.972726233432148,8.136166057504841,27.744983500368935,9.019423438029978,train
2,0.019871,0.205718,2.36508,0.021243,6.375749,4.320423,21.652901,2.3e-05,0.001306,0.0001,0.0008,0.0001,21.240000000000002,20.972726233432148,8.136166057504841,27.744983500368935,9.019423438029978,train
3,0.003918,1.883663,0.799089,0.009532,8.860595,3.425574,15.010088,0.000102,0.000255,0.0001,0.0008,0.0001,19.55,19.42065842779583,8.129622392439785,18.315140078014547,9.80789409978487,train
4,0.003918,1.883663,0.799089,0.009532,8.860595,3.425574,15.010088,0.000102,0.000255,0.0001,0.0008,0.0001,18.59,19.42065842779583,8.129622392439785,18.315140078014547,9.80789409978487,train
5,0.003918,1.883663,0.799089,0.009532,8.860595,3.425574,15.010088,0.000102,0.000255,0.0001,0.0008,0.0001,18.59,19.42065842779583,8.129622392439785,18.315140078014547,9.80789409978487,train
6,0.000928,0.114704,0.749104,0.024392,8.910734,3.278069,39.314072,0.000245,0.001165,0.0001,0.0008,0.0001,19.86,19.8371471195132,8.128609476646922,20.252813541754257,9.016855809821415,train
7,0.000928,0.114704,0.749104,0.024392,8.910734,3.278069,39.314072,0.000245,0.001165,0.0001,0.0008,0.0001,22.939999999999998,19.8371471195132,8.128609476646922,20.252813541754257,9.016855809821415,train
8,0.000928,0.114704,0.749104,0.024392,8.910734,3.278069,39.314072,0.000245,0.001165,0.0001,0.0008,0.0001,16.02,19.8371471195132,8.128609476646922,20.252813541754257,9.016855809821415,train
9,0.003146,0.155317,1.193659,0.007361,6.570764,2.934664,102.500341,1.4e-05,0.000228,0.0001,0.0008,0.0001,33.2,30.453616625738725,8.161060592224155,21.191842765960637,8.648655556116095,train
10,0.003146,0.155317,1.193659,0.007361,6.570764,2.934664,102.500341,1.4e-05,0.000228,0.0001,0.0008,0.0001,30.459999999999997,30.453616625738725,8.161060592224155,21.191842765960637,8.648655556116095,train
11,0.003146,0.155317,1.193659,0.007361,6.570764,2.934664,102.500341,1.4e-05,0.000228,0.0001,0.0008,0.0001,32.78,30.453616625738725,8.161060592224155,21.191842765960637,8.648655556116095,train
12,0.000661,0.072109,0.670998,0.003174,10.235412,0.328586,69.706045,2.5e-05,0.000231,0.0001,0.0008,0.0001,29.189999999999998,27.364580340577724,8.127744337360047,25.544663017214695,7.603918627857481,train
13,0.000661,0.072109,0.670998,0.003174,10.235412,0.328586,69.706045,2.5e-05,0.000231,0.0001,0.0008,0.0001,27.55,27.364580340577724,8.127744337360047,25.544663017214695,7.603918627857481,train
14,0.000661,0.072109,0.670998,0.003174,10.235412,0.328586,69.706045,2.5e-05,0.000231,0.0001,0.0008,0.0001,26.14,27.364580340577724,8.127744337360047,25.544663017214695,7.603918627857481,train
16,0.002896,2.694506,2.705554,0.004145,10.05364,0.203426,392.187867,2.1e-05,0.000674,0.0001,0.0008,0.0001,61.370000000000005,58.90015786355224,8.212896928382913,50.163874520082096,8.525367898174796,train
17,0.002896,2.694506,2.705554,0.004145,10.05364,0.203426,392.187867,2.1e-05,0.000674,0.0001,0.0008,0.0001,59.06,58.90015786355224,8.212896928382913,50.163874520082096,8.525367898174796,train
18,0.003569,0.134996,5.140924,0.099996,13.04173,0.137271,13.077057,6.3e-05,0.000118,0.0001,0.0008,0.0001,26.58,28.653415154292098,8.165168912604074,35.11007823262155,9.904382739587337,train
19,0.003569,0.134996,5.140924,0.099996,13.04173,0.137271,13.077057,6.3e-05,0.000118,0.0001,0.0008,0.0001,26.919999999999998,28.653415154292098,8.165168912604074,35.11007823262155,9.904382739587337,train
20,0.003569,0.134996,5.140924,0.099996,13.04173,0.137271,13.077057,6.3e-05,0.000118,0.0001,0.0008,0.0001,26.700000000000003,28.653415154292098,8.165168912604074,35.11007823262155,9.904382739587337,train
21,0.002498,0.478785,5.697716,0.005074,12.572632,2.474319,34.381185,0.000199,0.000266,0.0001,0.0008,0.0001,30.919999999999998,32.98151120562974,8.140497838333358,32.554928860829214,8.45160341172748,train
22,0.002498,0.478785,5.697716,0.005074,12.572632,2.474319,34.381185,0.000199,0.000266,0.0001,0.0008,0.0001,33.56,32.98151120562974,8.140497838333358,32.554928860829214,8.45160341172748,train
23,0.002498,0.478785,5.697716,0.005074,12.572632,2.474319,34.381185,0.000199,0.000266,0.0001,0.0008,0.0001,35.089999999999996,32.98151120562974,8.140497838333358,32.554928860829214,8.45160341172748,train
24,0.030307,0.246921,0.344224,0.044398,8.052032,2.115414,373.15833,0.000298,0.001822,0.0001,0.0008,0.0001,28.37,29.996904652646585,8.276780431992009,38.36469919381455,9.18999651714968,train
25,0.030307,0.246921,0.344224,0.044398,8.052032,2.115414,373.15833,0.000298,0.001822,0.0001,0.0008,0.0001,25.380000000000003,29.996904652646585,8.276780431992009,38.36469919381455,9.18999651714968,train
26,0.030307,0.246921,0.344224,0.044398,8.052032,2.115414,373.15833,0.000298,0.001822,0.0001,0.0008,0.0001,26.35,29.996904652646585,8.276780431992009,38.36469919381455,9.18999651714968,train
27,0.003307,0.220806,1.373433,0.002769,7.072113,0.162127,474.641165,2.9e-05,0.000468,0.0001,0.0008,0.0001,47.910000000000004,46.98064994248189,8.227395687880442,47.77578466529137,8.546594252969633,train
28,0.003307,0.220806,1.373433,0.002769,7.072113,0.162127,474.641165,2.9e-05,0.000468,0.0001,0.0008,0.0001,47.94,46.98064994248189,8.227395687880442,47.77578466529137,8.546594252969633,train
29,0.003307,0.220806,1.373433,0.002769,7.072113,0.162127,474.641165,2.9e-05,0.000468,0.0001,0.0008,0.0001,50.029999999999994,46.98064994248189,8.227395687880442,47.77578466529137,8.546594252969633,train
30,0.001665,0.388632,4.190736,0.061205,10.698388,0.286551,304.495309,0.000247,0.002235,0.0001,0.0008,0.0001,56.910000000000004,56.65825815836355,8.153977245822523,48.25677600187223,9.532046982020832,train
31,0.001665,0.388632,4.190736,0.061205,10.698388,0.286551,304.495309,0.000247,0.002235,0.0001,0.0008,0.0001,57.69,56.65825815836355,8.153977245822523,48.25677600187223,9.532046982020832,train
32,0.001665,0.388632,4.190736,0.061205,10.698388,0.286551,304.495309,0.000247,0.002235,0.0001,0.0008,0.0001,60.86,56.65825815836355,8.153977245822523,48.25677600187223,9.532046982020832,train
33,0.039823,2.762379,6.488607,0.005635,9.196312,1.635182,9.08179,1.2e-05,0.000286,0.0001,0.0008,0.0001,25.019999999999996,25.454423878680956,8.137376099325504,27.57568955445883,7.569282863608872,train
34,0.039823,2.762379,6.488607,0.005635,9.196312,1.635182,9.08179,1.2e-05,0.000286,0.0001,0.0008,0.0001,25.5,25.454423878680956,8.137376099325504,27.57568955445883,7.569282863608872,train
35,0.039823,2.762379,6.488607,0.005635,9.196312,1.635182,9.08179,1.2e-05,0.000286,0.0001,0.0008,0.0001,23.87,25.454423878680956,8.137376099325504,27.57568955445883,7.569282863608872,train
36,0.035122,0.998672,5.423431,0.06906,7.219062,1.854023,201.586871,3e-06,0.001693,0.0001,0.0008,0.0001,36.919999999999995,38.11947654053239,8.131017696342846,53.72509102941768,8.915961426411233,train
37,0.035122,0.998672,5.423431,0.06906,7.219062,1.854023,201.586871,3e-06,0.001693,0.0001,0.0008,0.0001,40.37,38.11947654053239,8.131017696342846,53.72509102941768,8.915961426411233,train
38,0.035122,0.998672,5.423431,0.06906,7.219062,1.854023,201.586871,3e-06,0.001693,0.0001,0.0008,0.0001,37.99,38.11947654053239,8.131017696342846,53.72509102941768,8.915961426411233,train
39,0.001944,1.172598,0.455551,0.008633,7.911045,5.109907,43.314029,4.5e-05,0.00231,0.0001,0.0008,0.0001,18.02,18.49620658957557,8.132644815150671,18.90681048524564,9.041887644292375,train
40,0.001944,1.172598,0.455551,0.008633,7.911045,5.109907,43.314029,4.5e-05,0.00231,0.0001,0.0008,0.0001,19.259999999999998,18.49620658957557,8.132644815150671,18.90681048524564,9.041887644292375,train
41,0.001944,1.172598,0.455551,0.008633,7.911045,5.109907,43.314029,4.5e-05,0.00231,0.0001,0.0008,0.0001,18.099999999999998,18.49620658957557,8.132644815150671,18.90681048524564,9.041887644292375,train
42,0.009826,0.127493,0.542649,0.092583,12.14066,0.392871,284.78099,0.000138,0.000155,0.0001,0.0008,0.0001,39.24,40.52062559225864,8.420973251030286,53.168574249256764,8.7506776128976,train
43,0.009826,0.127493,0.542649,0.092583,12.14066,0.392871,284.78099,0.000138,0.000155,0.0001,0.0008,0.0001,34.94,40.52062559225864,8.420973251030286,53.168574249256764,8.7506776128976,train
44,0.009826,0.127493,0.542649,0.092583,12.14066,0.392871,284.78099,0.000138,0.000155,0.0001,0.0008,0.0001,33.92,40.52062559225864,8.420973251030286,53.168574249256764,8.7506776128976,train
45,0.003902,0.317207,1.312346,0.009853,9.731379,0.548221,54.873776,2.7e-05,0.000272,0.0001,0.0008,0.0001,29.73,28.945037517720465,8.139868057835946,28.667623904596326,8.641869565220572,train
46,0.003902,0.317207,1.312346,0.009853,9.731379,0.548221,54.873776,2.7e-05,0.000272,0.0001,0.0008,0.0001,29.82,28.945037517720465,8.139868057835946,28.667623904596326,8.641869565220572,train
47,0.003902,0.317207,1.312346,0.009853,9.731379,0.548221,54.873776,2.7e-05,0.000272,0.0001,0.0008,0.0001,29.78,28.945037517720465,8.139868057835946,28.667623904596326,8.641869565220572,train
48,0.036568,1.38806,1.010494,0.010567,13.87702,0.762363,44.602736,1.3e-05,0.000185,0.0001,0.0008,0.0001,29.24,27.860679801977327,8.156121617585114,32.565561971880626,9.082298653300416,train
49,0.036568,1.38806,1.010494,0.010567,13.87702,0.762363,44.602736,1.3e-05,0.000185,0.0001,0.0008,0.0001,22.400000000000002,27.860679801977327,8.156121617585114,32.565561971880626,9.082298653300416,train
50,0.036568,1.38806,1.010494,0.010567,13.87702,0.762363,44.602736,1.3e-05,0.000185,0.0001,0.0008,0.0001,26.700000000000003,27.860679801977327,8.156121617585114,32.565561971880626,9.082298653300416,train
51,0.004091,0.285941,1.114373,0.072114,8.571532,0.08034,334.835565,0.000276,6.5e-05,0.0001,0.0008,0.0001,30.14,32.592163124011066,8.251667707528775,45.286097866101514,8.532932033270457,train
52,0.004091,0.285941,1.114373,0.072114,8.571532,0.08034,334.835565,0.000276,6.5e-05,0.0001,0.0008,0.0001,29.4,32.592163124011066,8.251667707528775,45.286097866101514,8.532932033270457,train
