,H3BO3[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],OD340
0,0.03425042959433599,0.7569537047696846,11.390588727605923,0.003612872164868654,19.485826164555775,0.327617048705128,446.6794432355615,2.684307215501049e-05,0.0054391798071119785,0.0038305815219670135,0.013318361478295772,0.0015835843586709847,0.4870774763281399
1,0.07636364344600584,0.36142341375727915,1.9715257061260696,0.0339576620597022,13.22134555800993,0.24129039159603402,852.4530024379685,3.410509862067612e-05,0.005145601005597356,0.002226272393672324,0.0036996574314123428,0.0019220541904690757,0.4896927979824304
2,0.023789962823030843,0.18588369791354464,1.9716405634915126,0.0784942275537548,23.604128446743694,0.6114363448342933,683.4013372231614,2.3911332706446854e-05,0.0037693805113092,0.0011089832318288515,0.0053643487773717925,0.0016335826141946398,0.49013316820333763
3,0.022151998603869648,0.9277552303067608,1.7594362623639528,0.05997174747665113,42.44172223254312,0.197684774119033,837.0760886274885,2.7172002710168587e-05,0.0022797692735627493,0.0013815180419757065,0.007591273334760729,0.0002255335487035173,0.4868737819579836
4,0.04575175243412154,0.5628210318508736,1.7568131999613317,0.008639510875250672,32.978533658740545,0.540075317081315,654.0974537549129,2.6416386913145646e-05,0.004655328203807737,0.00310666244610671,0.006433056998130169,0.0008324235971593788,0.48537711318246546
5,0.023783427067299776,0.18588403587835065,1.9716405876344005,0.07847836659199553,23.604128419352048,0.6114363304627302,683.4013372238459,2.0364204412945104e-05,0.0037381671086192322,0.0011335102261747878,0.002420148317576931,0.0016304972825500151,0.4875540734826552
6,0.014422528832801903,0.9444610123231824,11.374600067282175,0.00315680486945606,29.2982067054912,0.2852739828985306,557.6510443615509,4.46383769168656e-05,0.005942414230348676,0.0006759616668332408,0.01598534734972527,0.0003089156663603611,0.48289081998970274
7,0.06165560890042095,0.0908207099732661,1.9927985685586642,0.005783635193545474,32.987343621211465,0.28683011203835285,663.4390519281108,1.9550919396132317e-05,0.004602211184746744,0.0027588230977479843,0.011986036257672014,0.0009419473831952933,0.4839502191144397
8,0.06256339112288395,0.47103099382893343,3.4644515712929795,0.03463719860315587,11.476460844131104,0.4341687174742703,919.4232449405696,1.836256304129465e-05,0.005067131647617242,0.0001806032399885517,0.012785830541485237,0.001257653196916202,0.48496159644067266
9,0.07724264216501184,0.42168852899359105,7.37732379911636,0.006822402488517206,32.02892697437428,0.16797643235694423,549.7036880885755,2.7776517106110244e-05,0.005263634832446922,0.0025570103836512646,0.014773456172911707,0.00141051559228055,0.48090978552231833
10,0.010537628623224628,0.49484542016562927,8.799997810110318,0.028066450436160694,26.63179400119379,0.2633238881346702,536.6393728642445,1.4384998094261065e-05,0.005227627926329518,0.000977486274525765,0.0038479435753447644,0.001757891378025549,0.4809654851698535
11,0.03741586716565397,0.8553554375529044,11.022912601555447,0.03267504484212777,20.77503555660596,0.15748365200810308,659.9935360724165,2.428795478031938e-05,0.004425387649266481,0.002769816051919006,0.008604257763668825,0.0014857102861315764,0.48055769310891716
12,0.010887027196122695,0.5877530012167367,11.880045888178463,0.03930064038741503,40.23571357152659,0.5943080111207412,602.0895146343512,2.750690589814618e-05,0.004276856344375735,0.002584829050718229,0.01422606909219923,0.0007876664555528514,0.4807732907798101
13,0.02146368031510063,0.7153881646547671,2.625104387667625,0.08146392475194435,42.59471714816743,0.6106863019040186,777.9545082458949,4.562143981177791e-05,0.003957388895995,0.0028412699891948437,0.010397210809964237,0.0003264437525735419,0.4805724133865492
14,0.008214108212732827,0.8753137307479545,12.386185499154031,0.00444077404679013,17.690624436567617,0.3286743299612619,760.8067511570753,3.297365744613925e-06,0.0018768149078814754,0.002379571833713674,0.004146274204975361,0.0009852834616073001,0.4835188015651619
15,0.037154345712131796,0.7290017079791504,11.295850136262176,0.031429844952274355,18.69756300499838,0.3293176388806742,480.6296211594026,2.742214636755899e-05,0.0054060683464784666,0.003976460580611015,0.012951969505343122,0.0015501857428423863,0.4794808721146331
