Name,MAE,MRAE(%),StdAE,MSE,$R^2$
Neural Regressor,1.1691295739490284,3.605545044371522,1.119904952213341,2.6210510626742027,0.987030258592135
Random Forest Regressor,1.2256816975772749,3.819894761956467,1.2146757593829338,2.9777328242084167,0.9852652909889168
Support Vector Regressor,7.81966862022668,19.658737695835175,9.180438430382651,145.42766710420452,0.28038058367081287
Kernel Ridge Regressor,2.6318678815077656,7.52747502204308,2.5243086635801153,13.298862774737803,0.9341932655707018
K-NN Regressor,4.776147368421052,14.494556202907225,4.431691403298748,42.45147237894737,0.7899374693691315
Gaussian Process Regressor,1.1319162216535843,3.4931471361374986,1.1388497857057118,2.5782131672444724,0.9872422332591275
Gradient Boosting Regressor,1.1299492592006644,3.4678464918380176,1.1345266061830213,2.5639359485052937,0.9873128811902983
TPOT Regressor 1,4.331963528022614,14.219295346060065,3.830210197654591,33.43641816633536,0.8345466429867441
TPOT Regressor 2,4.681045781751544,13.903872008599095,4.268935601166135,40.13600077775757,0.8013951125766037
TPOT Regressor 3,4.34863345850379,13.429638370125838,3.6653843400935546,32.345655317021695,0.8399440624778662
TPOT Regressor 4,1.2571056652441046,3.7638983023575587,1.3893747157312122,3.51067675430201,0.9826281256712931
Ensemble Model,2.061542376500845,6.186860006691637,2.093802715646699,8.633966782158245,0.9572765605052969
