Name,MAE,MRAE(%),StdAE,MSE,$R^2$
Neural Regressor,18.00151399526572,57.276001159106116,16.942932724837082,611.1174754401029,-1.6788040959932427
Random Forest Regressor,8.97950683986442,25.922002902275302,8.142040034273457,146.9243590068836,0.35596413042291186
Support Vector Regressor,10.685187241757541,28.445075614914415,10.575777675589428,226.0202998349139,0.009250873509456192
Kernel Ridge Regressor,9.929838052751164,26.427317853926063,8.894908178030175,177.7210752494531,0.220968204223412
K-NN Regressor,9.8459375,29.427299337613473,9.048374598296302,178.815568125,0.21617054728202123
Gaussian Process Regressor,10.46121293115848,31.639121462289893,9.054245572783326,191.4163388833039,0.16093567399402142
Gradient Boosting Regressor,8.34623826888796,25.226262383043046,7.645636009675379,128.11544323349474,0.4384121091501776
TPOT Regressor 1,7.5148897381047925,21.675087285803464,8.418159366887672,127.33897490219135,0.4418157207795237
TPOT Regressor 2,8.873590912264575,25.204217461653023,9.05013496122497,160.64555849461092,0.2958179116239913
TPOT Regressor 3,8.419276992770753,23.605739649971913,7.3285455429642195,124.59180485629967,0.45385780870382153
TPOT Regressor 4,8.514516488600123,24.25359422179898,7.809063655002131,133.4784662025186,0.41490355560082814
Ensemble Model,7.715092605821728,21.968863743475442,7.704418136351394,118.88071273614537,0.47889210665618553
