,H3BO3[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],OD340
0,0.02241997443482986,0.6714277978601033,2.6058229149684733,0.05104019207147525,44.923313703060536,0.4813875513487186,840.2906771150756,3.306947308775663e-05,0.0011893833198872972,0.0026686626881736496,0.011697521806031109,0.0009543815292817206,59.76262234673999
1,0.02241975892057962,0.6714277992730766,2.6058229170234255,0.051039890088588766,44.92331370296542,0.48138754954326096,840.290677115114,2.8275377337981393e-05,0.0011863850848022918,0.002664007833470866,0.011697497502137172,0.0011678399909978642,59.37395562140975
2,0.005655903487658389,0.7879704776153322,2.6459361197210196,0.0033016623527778993,46.90939624251907,0.4659504130276129,599.6517691977665,0.00015646213000245087,0.0015293700012092037,0.003977927522167664,0.010687292225584897,0.0017329041315704281,58.43193382562634
3,0.005660407832861149,0.7879706276832921,2.6459361230048843,0.0033043961559403178,46.909396237756965,0.4659503265901404,599.6517691978352,0.00015538651239401855,0.0015421644468521856,0.00398765523663376,0.01118228378731912,0.0007882136303256656,58.430685345697384
4,0.0056571103621414496,0.7879705335908712,2.645936111439478,0.003303143250883715,46.90939624350464,0.46595044539656155,599.6517691975506,0.00015400771638624886,0.0015554551442251367,0.003984306770662187,0.010687013435696892,7.166184192885013e-05,58.42941710524471
5,0.05462427078266999,0.8269417429301502,1.8236927996121925,0.08154287110579136,11.292663219949969,0.4075729259245251,944.526063902061,9.387719141872706e-05,0.004950441071637877,0.003795557723143244,0.008782010699095955,0.001964657914167614,60.30151490212526
6,0.02798903107161787,0.9811185339971442,1.790250070281318,0.09517920969944405,43.702581202379335,0.4543839462616802,869.1359780765466,0.0004920209603018875,0.0020625147105132816,0.00042415171283140545,0.0057028077793205515,0.0014688552787200124,58.352141332984345
7,0.04015171662033564,0.9825088111447948,1.8151445202449403,0.091942411330256,43.76360115334179,0.4292595460636074,871.7891931210843,0.00048782333961062296,0.0019176588906317398,0.00029060907044381706,0.0057859200478131,0.0014793747404508604,58.33103463667869
8,0.05041343276834975,0.9812270974439888,1.7902409192572353,0.0902585031850768,43.702584941501286,0.45431708427777173,869.1359780087154,0.00048315829610886147,0.0019190596392775865,0.00016895567998456668,0.006039853202425194,0.0014661877645826297,58.28242594543937
9,0.019278795048296708,0.6381307195251218,2.0467028778801453,0.045622985196103395,41.052906612021246,0.47416974819423674,668.4419505172344,3.2210157960464294e-05,0.0012720983510150767,0.0021976022902795126,0.012065818995857746,0.0011773846554792582,59.29304137382438
10,0.010585591512675062,0.5221111949677468,1.6897627979559806,0.013906462261262076,37.37576311100853,0.4524202033723126,887.8364447089762,0.0003379939207648579,0.0004132491075988023,0.005748258945757179,0.0027700819349266745,0.0016779775164392921,58.580740980543055
11,0.01626639639180219,0.8001383335199792,2.0103137410010135,0.0587132970612176,38.39015594288289,0.44309076432755656,185.2002218257501,0.00030572259978170415,0.0038934488618092566,0.0042720667500410515,0.014778845715673606,0.001865826282015178,59.1691440121831
12,0.0038356569431663625,0.4397321113194899,1.9382529295723236,0.06983262399605063,38.2801778909823,0.4254409881066059,305.35824380995115,0.0002617247977106317,0.0015431856100768058,0.004607043214307086,0.0022019331620491034,0.0013564628876205195,59.1542993220195
13,0.025371537199834555,0.8190818992989707,1.6077303701867662,0.04521842947366769,35.070157431559416,0.42692726155150856,898.5519528782193,0.0003744630401981416,0.0015357972291483613,0.0007959227541904703,0.013455059750996834,0.0011939048450743453,58.356756508946184
14,0.022937112223902854,0.7879488249755976,2.645936729051652,0.001052951209308197,46.90939852145919,0.46595210278791394,599.6517692240462,0.00015262000276428485,0.0015204842447333602,0.003948844836154987,0.010562959759321925,0.0017432287896051721,57.79667149891324
15,0.012966867405796959,0.8029245465001166,1.6570718119071606,0.015380113368848,31.65876813032808,0.4478448501473203,301.13518385781714,0.0002339713347357423,0.0021898723638782936,0.0008359625698532363,0.015235627224506358,0.0014032067091188263,58.797680317508934
