Well,MOPS[mM],Tricine[mM],H3BO3[mM],Glucose[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],Kan[g/l],Water,Culture
A1,35.29411764705902,15.0,11.770763600091561,10.0,19.233493548482112,9.089271225752485,18.254034974752297,11.85146978491007,7.6063555836914425,662.7119369535679,21.858883881525,23.59087511419083,29.825126567252507,45.841690746606254,19.854020046380807,5.0,538.2179603257377,15.0
B1,35.29411764705902,15.0,11.770763600091561,10.0,19.233493548482112,9.089271225752485,18.254034974752297,11.85146978491007,7.6063555836914425,662.7119369535679,21.858883881525,23.59087511419083,29.825126567252507,45.841690746606254,19.854020046380807,5.0,538.2179603257377,15.0
C1,35.29411764705902,15.0,11.770763600091561,10.0,19.233493548482112,9.089271225752485,18.254034974752297,11.85146978491007,7.6063555836914425,662.7119369535679,21.858883881525,23.59087511419083,29.825126567252507,45.841690746606254,19.854020046380807,5.0,538.2179603257377,15.0
D1,35.294117647058975,15.0,11.436158890232937,10.0,19.231991818200342,9.089057291935914,17.841854621962202,11.851469679857212,7.579539532051711,662.7119359581149,22.105942249883338,22.273084845330835,27.959948924450003,5.11940191771375,5.0,5.0,597.5054966232079,15.0
E1,35.294117647058975,15.0,11.436158890232937,10.0,19.231991818200342,9.089057291935914,17.841854621962202,11.851469679857212,7.579539532051711,662.7119359581149,22.105942249883338,22.273084845330835,27.959948924450003,5.11940191771375,5.0,5.0,597.5054966232079,15.0
F1,35.294117647058975,15.0,11.436158890232937,10.0,19.231991818200342,9.089057291935914,17.841854621962202,11.851469679857212,7.579539532051711,662.7119359581149,22.105942249883338,22.273084845330835,27.959948924450003,5.11940191771375,5.0,5.0,597.5054966232079,15.0
A2,35.29411764705885,15.0,13.244063015247939,10.0,25.7867858834987,13.262133734466477,15.759520686797202,13.01814589861356,10.159666773118884,470.2491733267233,20.523345935891665,17.906763224510833,35.5430798214875,8.166927644826563,113.6159845239,5.0,662.4702918838584,15.0
B2,35.29411764705885,15.0,13.244063015247939,10.0,25.7867858834987,13.262133734466477,15.759520686797202,13.01814589861356,10.159666773118884,470.2491733267233,20.523345935891665,17.906763224510833,35.5430798214875,8.166927644826563,113.6159845239,5.0,662.4702918838584,15.0
C2,35.29411764705885,15.0,13.244063015247939,10.0,25.7867858834987,13.262133734466477,15.759520686797202,13.01814589861356,10.159666773118884,470.2491733267233,20.523345935891665,17.906763224510833,35.5430798214875,8.166927644826563,113.6159845239,5.0,662.4702918838584,15.0
D2,35.29411764705921,15.0,13.013957948005938,10.0,27.467186280282238,19.213817482069203,15.083338131887299,12.78767859546422,8.374968740522636,499.9303742699912,20.531981320583338,17.91617322525417,28.9397153653675,5.5019931011050005,75.54472541749999,5.0,675.399972474908,15.0
E2,35.29411764705921,15.0,13.013957948005938,10.0,27.467186280282238,19.213817482069203,15.083338131887299,12.78767859546422,8.374968740522636,499.9303742699912,20.531981320583338,17.91617322525417,28.9397153653675,5.5019931011050005,75.54472541749999,5.0,675.399972474908,15.0
F2,35.29411764705921,15.0,13.013957948005938,10.0,27.467186280282238,19.213817482069203,15.083338131887299,12.78767859546422,8.374968740522636,499.9303742699912,20.531981320583338,17.91617322525417,28.9397153653675,5.5019931011050005,75.54472541749999,5.0,675.399972474908,15.0
A3,35.29411764705871,15.0,13.514900524455502,10.0,25.095662287792496,14.643426083517467,14.977264788310524,13.797675538337307,16.79377882561098,466.01603685106465,21.341705787783336,17.7740461920275,36.61597355315,88.4870435283125,122.24275138470001,5.0,568.4056170078791,15.0
B3,35.29411764705871,15.0,13.514900524455502,10.0,25.095662287792496,14.643426083517467,14.977264788310524,13.797675538337307,16.79377882561098,466.01603685106465,21.341705787783336,17.7740461920275,36.61597355315,88.4870435283125,122.24275138470001,5.0,568.4056170078791,15.0
C3,35.29411764705871,15.0,13.514900524455502,10.0,25.095662287792496,14.643426083517467,14.977264788310524,13.797675538337307,16.79377882561098,466.01603685106465,21.341705787783336,17.7740461920275,36.61597355315,88.4870435283125,122.24275138470001,5.0,568.4056170078791,15.0
D3,35.294117647058656,15.0,13.221920789383814,10.0,26.07027447030848,13.642295575261882,14.872647894096175,13.592192966931716,12.814763885714537,482.4800116844915,20.466484671708336,17.715499313076666,32.34935500108501,5.259809929206875,95.75689466169999,5.0,671.4637315099764,15.0
E3,35.294117647058656,15.0,13.221920789383814,10.0,26.07027447030848,13.642295575261882,14.872647894096175,13.592192966931716,12.814763885714537,482.4800116844915,20.466484671708336,17.715499313076666,32.34935500108501,5.259809929206875,95.75689466169999,5.0,671.4637315099764,15.0
F3,35.294117647058656,15.0,13.221920789383814,10.0,26.07027447030848,13.642295575261882,14.872647894096175,13.592192966931716,12.814763885714537,482.4800116844915,20.466484671708336,17.715499313076666,32.34935500108501,5.259809929206875,95.75689466169999,5.0,671.4637315099764,15.0
A4,35.294117647059004,15.0,13.353920291067189,10.0,25.777404327599992,5.272026786323638,15.083338131887299,13.80719930202326,8.374968740522636,501.89775095521935,21.192307641016665,17.91617322525417,42.41505687608,85.3553869331375,129.6691995898,5.0,539.5911495530092,15.0
