Well,MOPS[mM],Tricine[mM],H3BO3[mM],Glucose[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],Kan[g/l],Water,Culture
A1,35.294117647058684,15.0,48.045071422513814,10.0,23.21904311371698,15.284305483960663,11.232995099392525,29.565979686893655,104.40373828158747,589.4113094911538,29.366916121675004,20.5839207466775,143.6123414000275,20.58529750765281,28.418590856602282,5.0,355.9763731410874,15.0
B1,35.294117647058684,15.0,48.045071422513814,10.0,23.21904311371698,15.284305483960663,11.232995099392525,29.565979686893655,104.40373828158747,589.4113094911538,29.366916121675004,20.5839207466775,143.6123414000275,20.58529750765281,28.418590856602282,5.0,355.9763731410874,15.0
C1,35.294117647058684,15.0,48.045071422513814,10.0,23.21904311371698,15.284305483960663,11.232995099392525,29.565979686893655,104.40373828158747,589.4113094911538,29.366916121675004,20.5839207466775,143.6123414000275,20.58529750765281,28.418590856602282,5.0,355.9763731410874,15.0
D1,35.29411764705868,15.0,46.60551946959725,10.0,24.49656601076285,14.64119359699273,10.92441769845215,29.836633670996505,96.42517657331477,589.6407811082532,32.55024346521667,26.355130678880833,144.9863874424775,38.19619730160281,134.95166365005,5.0,230.0959716863441,15.0
E1,35.29411764705868,15.0,46.60551946959725,10.0,24.49656601076285,14.64119359699273,10.92441769845215,29.836633670996505,96.42517657331477,589.6407811082532,32.55024346521667,26.355130678880833,144.9863874424775,38.19619730160281,134.95166365005,5.0,230.0959716863441,15.0
F1,35.29411764705868,15.0,46.60551946959725,10.0,24.49656601076285,14.64119359699273,10.92441769845215,29.836633670996505,96.42517657331477,589.6407811082532,32.55024346521667,26.355130678880833,144.9863874424775,38.19619730160281,134.95166365005,5.0,230.0959716863441,15.0
A2,35.294117647058556,15.0,49.619657468235815,10.0,27.791096294150336,14.525742735623563,11.9316191890096,29.137223465365754,114.95319912760283,589.465450581406,30.226782453358336,24.645198864422504,145.28652600837498,26.583727788049064,4.323193020493,5.0,351.2164653568498,15.0
B2,35.294117647058556,15.0,49.619657468235815,10.0,27.791096294150336,14.525742735623563,11.9316191890096,29.137223465365754,114.95319912760283,589.465450581406,30.226782453358336,24.645198864422504,145.28652600837498,26.583727788049064,4.323193020493,5.0,351.2164653568498,15.0
C2,35.294117647058556,15.0,49.619657468235815,10.0,27.791096294150336,14.525742735623563,11.9316191890096,29.137223465365754,114.95319912760283,589.465450581406,30.226782453358336,24.645198864422504,145.28652600837498,26.583727788049064,4.323193020493,5.0,351.2164653568498,15.0
D2,35.294117647058805,15.0,47.11471594916481,10.0,17.568984584360813,43.11392817897352,11.260884965123275,28.846307264518146,117.94042831576539,589.5640781288278,48.095798001750005,20.197338285408335,133.0501464005125,38.607106931174684,164.9589312667,5.0,159.38723408066198,15.0
E2,35.294117647058805,15.0,47.11471594916481,10.0,17.568984584360813,43.11392817897352,11.260884965123275,28.846307264518146,117.94042831576539,589.5640781288278,48.095798001750005,20.197338285408335,133.0501464005125,38.607106931174684,164.9589312667,5.0,159.38723408066198,15.0
F2,35.294117647058805,15.0,47.11471594916481,10.0,17.568984584360813,43.11392817897352,11.260884965123275,28.846307264518146,117.94042831576539,589.5640781288278,48.095798001750005,20.197338285408335,133.0501464005125,38.607106931174684,164.9589312667,5.0,159.38723408066198,15.0
A3,35.294117647059,15.0,47.0431118474615,10.0,29.846017060881625,49.1876488427123,8.904048058287424,28.26410062986558,132.21723243173957,589.4260562498215,34.57159566460834,44.13261036930667,148.70728424796002,33.995519859035625,6.415178314109,5.0,266.99547877715185,15.0
B3,35.294117647059,15.0,47.0431118474615,10.0,29.846017060881625,49.1876488427123,8.904048058287424,28.26410062986558,132.21723243173957,589.4260562498215,34.57159566460834,44.13261036930667,148.70728424796002,33.995519859035625,6.415178314109,5.0,266.99547877715185,15.0
C3,35.294117647059,15.0,47.0431118474615,10.0,29.846017060881625,49.1876488427123,8.904048058287424,28.26410062986558,132.21723243173957,589.4260562498215,34.57159566460834,44.13261036930667,148.70728424796002,33.995519859035625,6.415178314109,5.0,266.99547877715185,15.0
D3,35.2941176470588,15.0,9.949656905536624,10.0,7.90716532152519,9.842255202746829,15.170739087466526,8.574438691327854,35.967374364698934,493.68898675351977,15.522272266891669,17.751575056733333,31.516648484782504,53.050446443000006,75.78459085355,5.0,644.9797329211618,15.0
E3,35.2941176470588,15.0,9.949656905536624,10.0,7.90716532152519,9.842255202746829,15.170739087466526,8.574438691327854,35.967374364698934,493.68898675351977,15.522272266891669,17.751575056733333,31.516648484782504,53.050446443000006,75.78459085355,5.0,644.9797329211618,15.0
F3,35.2941176470588,15.0,9.949656905536624,10.0,7.90716532152519,9.842255202746829,15.170739087466526,8.574438691327854,35.967374364698934,493.68898675351977,15.522272266891669,17.751575056733333,31.516648484782504,53.050446443000006,75.78459085355,5.0,644.9797329211618,15.0
A4,35.29411764705856,15.0,12.013672470806876,10.0,10.609456880695786,13.354588707788148,14.568839217201477,8.784214830556879,92.75906336393658,481.0933785105147,19.808332502141667,18.0277310939425,32.9970809318025,19.697088759,237.71462509925,5.0,458.27780998530415,15.0
B4,35.29411764705856,15.0,12.013672470806876,10.0,10.609456880695786,13.354588707788148,14.568839217201477,8.784214830556879,92.75906336393658,481.0933785105147,19.808332502141667,18.0277310939425,32.9970809318025,19.697088759,237.71462509925,5.0,458.27780998530415,15.0
C4,35.29411764705856,15.0,12.013672470806876,10.0,10.609456880695786,13.354588707788148,14.568839217201477,8.784214830556879,92.75906336393658,481.0933785105147,19.808332502141667,18.0277310939425,32.9970809318025,19.697088759,237.71462509925,5.0,458.27780998530415,15.0
