,H3BO3[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],OD340
0,0.01576994356769183,0.7616897278095697,0.7001387354839116,0.05182780442278669,21.420410883975407,0.5690339299292315,375.0493423845903,0.0002566207957753341,0.0017995657829921125,0.0025397972942975224,0.001236475102109078,0.00020405528491470562,0.5779211786048216
1,0.017137508823767866,0.7594892347087793,0.6957846358319857,0.052674458704955955,21.421557607753147,0.9906719941183086,375.049380187343,0.0002618133029369601,0.0018000958274999041,0.0025345561477506007,0.00120327223043075,0.00021824491511477303,0.568198352936921
2,0.02161311398257335,0.9265215811195697,4.378969131289731,0.0625540037126146,17.400259301454,0.7155044654387446,491.3472736837107,0.00012048091654610342,0.0020557659268467384,0.003345239837624943,0.011950277325847596,0.0010877686028848252,0.5614418773103417
3,0.00360601185574525,0.5114154281121847,1.6582905633853429,0.0592814181505078,14.864930527299926,0.25681925491045715,451.42785904115516,0.00025718912193360027,9.15351551139974e-05,0.002764512270419275,0.0031825925619965913,0.0012659684436546303,0.54820644499054
4,0.021389583410106546,0.7719331776618319,2.155533255419447,0.05204132401087537,21.58110757234301,0.1387058706802512,610.5198006717937,0.00036092404161708325,0.0001887051343760373,0.003640373911918552,0.0029462624566728847,0.00034714951284458727,0.546314142098605
5,0.02963426136149991,0.6870405658098614,1.7960773612005378,0.05682357254245591,20.518006464220285,0.7398644246624415,467.1638275105921,0.00045545362322166593,0.0006433419329088749,0.0014584308304507688,0.0029456351828577977,0.0004773088588456006,0.5435703928216776
6,0.02234258436859404,0.21982869261013183,2.079446540417065,0.0574119160585053,15.56716426535452,0.654387823602349,532.7919450126204,0.00027713430871422986,0.0007307511409359605,0.002816363058054857,0.015761680955337334,0.000786278526623193,0.5401490945229728
7,0.02576553963557641,0.6368234301326969,0.9307745132644573,0.08916848624406795,25.40915354881585,0.6861161895651661,528.17502282709,0.0005295054642924919,0.0012073463135065137,0.0012688394370308008,0.001902865888747989,0.0002723954181564606,0.5392270409890494
8,0.007329585459132884,0.7711197370303782,2.8633368937216894,0.06276928317953535,21.588307842677782,0.14149488051209905,610.5199532078979,0.00036335204157849255,0.00016322082616483676,0.003615538418867819,0.0029459975613152687,0.00034517806477051693,0.5391357263131051
9,0.026843344423476304,0.9981488623587458,1.8450970029436333,0.06048867059133229,10.246646216994316,0.6903011284027885,513.0386453478244,0.00017903172122106794,0.0036950676839866067,0.0007919457177087682,0.0023870912419528116,0.0015731872310993183,0.5345413763095024
10,0.018480277577333733,0.7261944370181768,1.2898690264771806,0.04546499152256153,15.36689742622509,1.1784481199779353,387.74981732064214,0.00027922946535952205,0.002054826492442335,0.002048590368087198,0.0013468463151266683,0.0003608782577780854,0.5342490654276577
11,0.02051517101514775,0.5831653294688135,1.5657097147221686,0.05820192349746482,30.065481104899515,0.20376382990708897,382.2328333258345,0.0005358443134439307,0.001076198433761694,0.0003624707358045456,0.008295857177562876,0.00019893841657253424,0.531675585341324
12,0.016790763670039503,0.3540951287860263,1.738770191534504,0.061863190549861564,15.639777321056595,1.2469898736358858,394.7208420692199,0.0004777011206499836,0.002201924459450785,0.00428153831877654,0.011312312537476476,0.000962254560270278,0.5310316918911615
