Name,MAE,MRAE(%),StdAE,MSE,$R^2$
Neural Regressor,0.16371378417411206,54.544931171842634,0.14730675916590297,0.048501484424569065,-1.974821917944423
Random Forest Regressor,0.0572631458570244,17.878179212891663,0.045309832849273556,0.0053320488262719595,0.6729606133888016
Support Vector Regressor,0.07139665653144184,24.601022237029284,0.051924576588058664,0.007793644217717848,0.5219795040379558
Kernel Ridge Regressor,0.07808318255124516,22.25965587077246,0.05878442222680161,0.009552591693869964,0.4140950636615346
K-NN Regressor,0.06813089552238806,22.176092073908908,0.06196271534744011,0.008481197017910447,0.47980868877274485
Gaussian Process Regressor,0.060785909256087345,19.644184774701603,0.04461404749862818,0.005685339998299135,0.651291620482054
Gradient Boosting Regressor,0.05867607144003515,18.182477261205932,0.047628644079201,0.005711369096459317,0.6496951346707452
TPOT Regressor 1,0.05447894778949154,17.82142053154984,0.043107761679369166,0.0048262348692554346,0.7039845390188537
TPOT Regressor 2,0.05423270899529584,18.41274385018442,0.04653565945808662,0.005106754326167449,0.6867789743081578
TPOT Regressor 3,0.06135717710398928,19.361150230412207,0.0523843018330783,0.006508818260709357,0.6007838635951784
TPOT Regressor 4,0.059171336797934064,19.366166542780945,0.050595232041963215,0.0060611246038346465,0.6282430005431794
Ensemble Model,0.05472363035520617,17.769088954963,0.046374793929746486,0.005145297231279694,0.6844149584379327
