Well,MOPS[mM],Tricine[mM],H3BO3[mM],Glucose[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],Kan[g/l],Water,Culture
A1,35.29411764705881,15.0,28.241529712520688,10.0,20.366807388335854,16.719494543054967,5.972906794550649,37.48442549365161,6.364927714501674,651.2337027082721,45.04829457944167,25.082580033000834,13.406192602782498,22.395268676619686,6.2608182539785,5.0,541.1289338522305,15.0
B1,35.29411764705881,15.0,28.241529712520688,10.0,20.366807388335854,16.719494543054967,5.972906794550649,37.48442549365161,6.364927714501674,651.2337027082721,45.04829457944167,25.082580033000834,13.406192602782498,22.395268676619686,6.2608182539785,5.0,541.1289338522305,15.0
C1,35.29411764705881,15.0,28.241529712520688,10.0,20.366807388335854,16.719494543054967,5.972906794550649,37.48442549365161,6.364927714501674,651.2337027082721,45.04829457944167,25.082580033000834,13.406192602782498,22.395268676619686,6.2608182539785,5.0,541.1289338522305,15.0
D1,35.29411764705881,15.0,21.698426917981376,10.0,22.105302249553006,15.983129107453651,5.591517025182375,32.29032746545433,15.08139358477976,719.6884741790999,27.94460104925834,33.182662861482505,6.88418531238,27.364727746350002,345.1424413832,5.0,146.74869347076594,15.0
E1,35.29411764705881,15.0,21.698426917981376,10.0,22.105302249553006,15.983129107453651,5.591517025182375,32.29032746545433,15.08139358477976,719.6884741790999,27.94460104925834,33.182662861482505,6.88418531238,27.364727746350002,345.1424413832,5.0,146.74869347076594,15.0
F1,35.29411764705881,15.0,21.698426917981376,10.0,22.105302249553006,15.983129107453651,5.591517025182375,32.29032746545433,15.08139358477976,719.6884741790999,27.94460104925834,33.182662861482505,6.88418531238,27.364727746350002,345.1424413832,5.0,146.74869347076594,15.0
A2,35.294117647058705,15.0,37.825605178748,10.0,7.365858042648207,16.029362601639285,5.5683748836923,25.143930890483,47.40144964112925,782.0786481022294,40.084648800325006,32.13403410338667,5.5470779941275,23.395506397679377,8.5306755061135,5.0,388.6007102107398,15.0
B2,35.294117647058705,15.0,37.825605178748,10.0,7.365858042648207,16.029362601639285,5.5683748836923,25.143930890483,47.40144964112925,782.0786481022294,40.084648800325006,32.13403410338667,5.5470779941275,23.395506397679377,8.5306755061135,5.0,388.6007102107398,15.0
C2,35.294117647058705,15.0,37.825605178748,10.0,7.365858042648207,16.029362601639285,5.5683748836923,25.143930890483,47.40144964112925,782.0786481022294,40.084648800325006,32.13403410338667,5.5470779941275,23.395506397679377,8.5306755061135,5.0,388.6007102107398,15.0
D2,35.29411764705891,15.0,19.68801149740625,10.0,10.782848479551387,15.948012997978127,16.89555715381515,34.844762309635286,30.777797714104818,472.0959436516872,35.61795170201667,7.347833485173333,68.6827866285,38.19796134653438,428.19409513414996,5.0,240.6323202523887,15.0
E2,35.29411764705891,15.0,19.68801149740625,10.0,10.782848479551387,15.948012997978127,16.89555715381515,34.844762309635286,30.777797714104818,472.0959436516872,35.61795170201667,7.347833485173333,68.6827866285,38.19796134653438,428.19409513414996,5.0,240.6323202523887,15.0
F2,35.29411764705891,15.0,19.68801149740625,10.0,10.782848479551387,15.948012997978127,16.89555715381515,34.844762309635286,30.777797714104818,472.0959436516872,35.61795170201667,7.347833485173333,68.6827866285,38.19796134653438,428.19409513414996,5.0,240.6323202523887,15.0
A3,35.2941176470587,15.0,19.022155451659813,10.0,19.788530427099104,17.443585784514553,18.848609064106174,31.365658339277953,27.722990057246548,527.5774170074976,44.392070006608336,10.776303146326667,11.9869114362325,17.254899335422813,7.091865896060499,5.0,666.4348864008887,15.0
B3,35.2941176470587,15.0,19.022155451659813,10.0,19.788530427099104,17.443585784514553,18.848609064106174,31.365658339277953,27.722990057246548,527.5774170074976,44.392070006608336,10.776303146326667,11.9869114362325,17.254899335422813,7.091865896060499,5.0,666.4348864008887,15.0
C3,35.2941176470587,15.0,19.022155451659813,10.0,19.788530427099104,17.443585784514553,18.848609064106174,31.365658339277953,27.722990057246548,527.5774170074976,44.392070006608336,10.776303146326667,11.9869114362325,17.254899335422813,7.091865896060499,5.0,666.4348864008887,15.0
D3,35.29411764705901,15.0,80.26624301065999,10.0,23.225422558993973,17.26422727339647,13.694481378309826,7.850056292557301,23.987376841753452,458.88533554998776,14.555985951016668,15.462216837738334,6.50617850612,6.3473239670425015,127.12515946105,5.0,624.5358747243148,15.0
E3,35.29411764705901,15.0,80.26624301065999,10.0,23.225422558993973,17.26422727339647,13.694481378309826,7.850056292557301,23.987376841753452,458.88533554998776,14.555985951016668,15.462216837738334,6.50617850612,6.3473239670425015,127.12515946105,5.0,624.5358747243148,15.0
