,H3BO3[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],OD340,OD340_pred,OD340_std,OD340_cv_pred,OD340_cv_std,Label
0,0.019871,0.205718,2.36508,0.021243,6.375749,4.320423,21.652901,2.3e-05,0.001306,0.0001,0.0008,0.0001,0.2076,0.21864631065881623,0.06105488788991837,0.22269038649034467,0.06832602586698362,train
1,0.019871,0.205718,2.36508,0.021243,6.375749,4.320423,21.652901,2.3e-05,0.001306,0.0001,0.0008,0.0001,0.2149,0.21864631065881623,0.06105488788991837,0.22269038649034467,0.06832602586698362,train
2,0.019871,0.205718,2.36508,0.021243,6.375749,4.320423,21.652901,2.3e-05,0.001306,0.0001,0.0008,0.0001,0.2124,0.21864631065881623,0.06105488788991837,0.22269038649034467,0.06832602586698362,train
3,0.003918,1.883663,0.799089,0.009532,8.860595,3.425574,15.010088,0.000102,0.000255,0.0001,0.0008,0.0001,0.1955,0.1894977915062871,0.06105498645440232,0.21369859968159033,0.06438677018089148,train
4,0.003918,1.883663,0.799089,0.009532,8.860595,3.425574,15.010088,0.000102,0.000255,0.0001,0.0008,0.0001,0.1859,0.1894977915062871,0.06105498645440232,0.21369859968159033,0.06438677018089148,train
5,0.003918,1.883663,0.799089,0.009532,8.860595,3.425574,15.010088,0.000102,0.000255,0.0001,0.0008,0.0001,0.1859,0.1894977915062871,0.06105498645440232,0.21369859968159033,0.06438677018089148,train
6,0.000928,0.114704,0.749104,0.024392,8.910734,3.278069,39.314072,0.000245,0.001165,0.0001,0.0008,0.0001,0.2294,0.20581766621898145,0.061111261587134216,0.2178790585326785,0.06454887423992209,train
7,0.000928,0.114704,0.749104,0.024392,8.910734,3.278069,39.314072,0.000245,0.001165,0.0001,0.0008,0.0001,0.1602,0.20581766621898145,0.061111261587134216,0.2178790585326785,0.06454887423992209,train
8,0.003146,0.155317,1.193659,0.007361,6.570764,2.934664,102.500341,1.4e-05,0.000228,0.0001,0.0008,0.0001,0.332,0.3038716734253981,0.06115646041038575,0.24647996338894207,0.06844039941454218,train
9,0.003146,0.155317,1.193659,0.007361,6.570764,2.934664,102.500341,1.4e-05,0.000228,0.0001,0.0008,0.0001,0.3046,0.3038716734253981,0.06115646041038575,0.24647996338894207,0.06844039941454218,train
10,0.003146,0.155317,1.193659,0.007361,6.570764,2.934664,102.500341,1.4e-05,0.000228,0.0001,0.0008,0.0001,0.3278,0.3038716734253981,0.06115646041038575,0.24647996338894207,0.06844039941454218,train
11,0.000661,0.072109,0.670998,0.003174,10.235412,0.328586,69.706045,2.5e-05,0.000231,0.0001,0.0008,0.0001,0.2919,0.27829192434668826,0.06108754779422793,0.21959131658384554,0.057394529335529555,train
12,0.000661,0.072109,0.670998,0.003174,10.235412,0.328586,69.706045,2.5e-05,0.000231,0.0001,0.0008,0.0001,0.2755,0.27829192434668826,0.06108754779422793,0.21959131658384554,0.057394529335529555,train
13,0.000661,0.072109,0.670998,0.003174,10.235412,0.328586,69.706045,2.5e-05,0.000231,0.0001,0.0008,0.0001,0.2614,0.27829192434668826,0.06108754779422793,0.21959131658384554,0.057394529335529555,train
14,0.002896,2.694506,2.705554,0.004145,10.05364,0.203426,392.187867,2.1e-05,0.000674,0.0001,0.0008,0.0001,0.6137,0.5439719876831592,0.061784443598442595,0.43037767542062244,0.06916631482992028,train
15,0.002896,2.694506,2.705554,0.004145,10.05364,0.203426,392.187867,2.1e-05,0.000674,0.0001,0.0008,0.0001,0.5906,0.5439719876831592,0.061784443598442595,0.43037767542062244,0.06916631482992028,train
16,0.003569,0.134996,5.140924,0.099996,13.04173,0.137271,13.077057,6.3e-05,0.000118,0.0001,0.0008,0.0001,0.2658,0.26597269216022795,0.061257679739309616,0.27900487346356817,0.06461752667707528,train
17,0.003569,0.134996,5.140924,0.099996,13.04173,0.137271,13.077057,6.3e-05,0.000118,0.0001,0.0008,0.0001,0.2692,0.26597269216022795,0.061257679739309616,0.27900487346356817,0.06461752667707528,train
18,0.003569,0.134996,5.140924,0.099996,13.04173,0.137271,13.077057,6.3e-05,0.000118,0.0001,0.0008,0.0001,0.267,0.26597269216022795,0.061257679739309616,0.27900487346356817,0.06461752667707528,train
19,0.002498,0.478785,5.697716,0.005074,12.572632,2.474319,34.381185,0.000199,0.000266,0.0001,0.0008,0.0001,0.3092,0.3175501648036536,0.06109558362466298,0.25770103230063945,0.06500833863227341,train
20,0.002498,0.478785,5.697716,0.005074,12.572632,2.474319,34.381185,0.000199,0.000266,0.0001,0.0008,0.0001,0.3356,0.3175501648036536,0.06109558362466298,0.25770103230063945,0.06500833863227341,train
21,0.002498,0.478785,5.697716,0.005074,12.572632,2.474319,34.381185,0.000199,0.000266,0.0001,0.0008,0.0001,0.3509,0.3175501648036536,0.06109558362466298,0.25770103230063945,0.06500833863227341,train
22,0.030307,0.246921,0.344224,0.044398,8.052032,2.115414,373.15833,0.000298,0.001822,0.0001,0.0008,0.0001,0.2837,0.3299479672671683,0.06168825596461417,0.5000181797116707,0.05814814942839448,train
23,0.030307,0.246921,0.344224,0.044398,8.052032,2.115414,373.15833,0.000298,0.001822,0.0001,0.0008,0.0001,0.2538,0.3299479672671683,0.06168825596461417,0.5000181797116707,0.05814814942839448,train
24,0.003307,0.220806,1.373433,0.002769,7.072113,0.162127,474.641165,2.9e-05,0.000468,0.0001,0.0008,0.0001,0.4791,0.48873248290936844,0.0611079673596516,0.5016480746155965,0.06549158433533216,train
25,0.003307,0.220806,1.373433,0.002769,7.072113,0.162127,474.641165,2.9e-05,0.000468,0.0001,0.0008,0.0001,0.4794,0.48873248290936844,0.0611079673596516,0.5016480746155965,0.06549158433533216,train
26,0.003307,0.220806,1.373433,0.002769,7.072113,0.162127,474.641165,2.9e-05,0.000468,0.0001,0.0008,0.0001,0.5003,0.48873248290936844,0.0611079673596516,0.5016480746155965,0.06549158433533216,train
27,0.001665,0.388632,4.190736,0.061205,10.698388,0.286551,304.495309,0.000247,0.002235,0.0001,0.0008,0.0001,0.5691,0.5576188643681641,0.06140336657133382,0.4475397949003086,0.06196713282706336,train
28,0.001665,0.388632,4.190736,0.061205,10.698388,0.286551,304.495309,0.000247,0.002235,0.0001,0.0008,0.0001,0.5769,0.5576188643681641,0.06140336657133382,0.4475397949003086,0.06196713282706336,train
29,0.001665,0.388632,4.190736,0.061205,10.698388,0.286551,304.495309,0.000247,0.002235,0.0001,0.0008,0.0001,0.6086,0.5576188643681641,0.06140336657133382,0.4475397949003086,0.06196713282706336,train
30,0.039823,2.762379,6.488607,0.005635,9.196312,1.635182,9.08179,1.2e-05,0.000286,0.0001,0.0008,0.0001,0.2502,0.24655101049690076,0.06112700010733867,0.2149644692641498,0.06279912858220581,train
31,0.039823,2.762379,6.488607,0.005635,9.196312,1.635182,9.08179,1.2e-05,0.000286,0.0001,0.0008,0.0001,0.255,0.24655101049690076,0.06112700010733867,0.2149644692641498,0.06279912858220581,train
32,0.039823,2.762379,6.488607,0.005635,9.196312,1.635182,9.08179,1.2e-05,0.000286,0.0001,0.0008,0.0001,0.2387,0.24655101049690076,0.06112700010733867,0.2149644692641498,0.06279912858220581,train
33,0.035122,0.998672,5.423431,0.06906,7.219062,1.854023,201.586871,3e-06,0.001693,0.0001,0.0008,0.0001,0.3692,0.3736882094865487,0.06108322571876947,0.389038340911696,0.07147525689563398,train
34,0.035122,0.998672,5.423431,0.06906,7.219062,1.854023,201.586871,3e-06,0.001693,0.0001,0.0008,0.0001,0.4037,0.3736882094865487,0.06108322571876947,0.389038340911696,0.07147525689563398,train
35,0.035122,0.998672,5.423431,0.06906,7.219062,1.854023,201.586871,3e-06,0.001693,0.0001,0.0008,0.0001,0.3799,0.3736882094865487,0.06108322571876947,0.389038340911696,0.07147525689563398,train
36,0.001944,1.172598,0.455551,0.008633,7.911045,5.109907,43.314029,4.5e-05,0.00231,0.0001,0.0008,0.0001,0.1802,0.17842301136066352,0.061151746645730885,0.21819619070904406,0.05852963080426155,train
37,0.001944,1.172598,0.455551,0.008633,7.911045,5.109907,43.314029,4.5e-05,0.00231,0.0001,0.0008,0.0001,0.1926,0.17842301136066352,0.061151746645730885,0.21819619070904406,0.05852963080426155,train
