Well,H3BO3[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],OD340_pred,OD340_std,Label
A1,0.04518644754003318,0.5906374142617398,4.4139465593665115,0.023891627178202667,47.480272291958705,0.03309762411540872,651.2337027082721,0.0005405795349533359,0.003009909603960187,0.0005362477041113262,0.007166485976518318,0.0012521636507957794,0.46542115219897395,0.06953821571619667,explore
B1,0.04518644754003318,0.5906374142617398,4.4139465593665115,0.023891627178202667,47.480272291958705,0.03309762411540872,651.2337027082721,0.0005405795349533359,0.003009909603960187,0.0005362477041113262,0.007166485976518318,0.0012521636507957794,0.46542115219897395,0.06953821571619667,explore
C1,0.04518644754003318,0.5906374142617398,4.4139465593665115,0.023891627178202667,47.480272291958705,0.03309762411540872,651.2337027082721,0.0005405795349533359,0.003009909603960187,0.0005362477041113262,0.007166485976518318,0.0012521636507957794,0.46542115219897395,0.06953821571619667,explore
D1,0.03471748306877023,0.6410537652370372,4.219546084367764,0.022366068100729563,40.90108145624215,0.15684649328170952,719.6884741790999,0.0003353352125911782,0.003981919543377994,0.00027536741249527047,0.008756712878832049,0.0006902848827664097,0.46761730024373505,0.06953587838930907,explore
E1,0.03471748306877023,0.6410537652370372,4.219546084367764,0.022366068100729563,40.90108145624215,0.15684649328170952,719.6884741790999,0.0003353352125911782,0.003981919543377994,0.00027536741249527047,0.008756712878832049,0.0006902848827664097,0.46761730024373505,0.06953587838930907,explore
F1,0.03471748306877023,0.6410537652370372,4.219546084367764,0.022366068100729563,40.90108145624215,0.15684649328170952,719.6884741790999,0.0003353352125911782,0.003981919543377994,0.00027536741249527047,0.008756712878832049,0.0006902848827664097,0.46761730024373505,0.06953587838930907,explore
A2,0.06052096828599687,0.21360988323679808,4.231751726832771,0.022273499534769294,31.848979127945128,0.49297507626774417,782.0786481022294,0.00048101578560396686,0.003856084092406444,0.0002218831197651678,0.0074865620472574215,0.0017061351012227469,0.4646093345081729,0.0693710661835237,explore
B2,0.06052096828599687,0.21360988323679808,4.231751726832771,0.022273499534769294,31.848979127945128,0.49297507626774417,782.0786481022294,0.00048101578560396686,0.003856084092406444,0.0002218831197651678,0.0074865620472574215,0.0017061351012227469,0.4646093345081729,0.0693710661835237,explore
C2,0.06052096828599687,0.21360988323679808,4.231751726832771,0.022273499534769294,31.848979127945128,0.49297507626774417,782.0786481022294,0.00048101578560396686,0.003856084092406444,0.0002218831197651678,0.0074865620472574215,0.0017061351012227469,0.4646093345081729,0.0693710661835237,explore
D2,0.031500818395850054,0.3127026059069902,4.210275431466226,0.06758222861526061,44.13669892553803,0.32008909622669013,472.0959436516872,0.00042741542042426853,0.0008817400182208669,0.00013736557325708674,0.012223347630891042,0.0008563881902683242,0.4676788489250845,0.0693557606305149,explore
E2,0.031500818395850054,0.3127026059069902,4.210275431466226,0.06758222861526061,44.13669892553803,0.32008909622669013,472.0959436516872,0.00042741542042426853,0.0008817400182208669,0.00013736557325708674,0.012223347630891042,0.0008563881902683242,0.4676788489250845,0.0693557606305149,explore
F2,0.031500818395850054,0.3127026059069902,4.210275431466226,0.06758222861526061,44.13669892553803,0.32008909622669013,472.0959436516872,0.00042741542042426853,0.0008817400182208669,0.00013736557325708674,0.012223347630891042,0.0008563881902683242,0.4676788489250845,0.0693557606305149,explore
A3,0.030435448722655772,0.573867382385874,4.605106647111842,0.07539443625642477,39.72983389641874,0.28831909659536414,527.5774170074976,0.0005327048400793991,0.0012931563775592698,0.0004794764574493509,0.005521567787335356,0.0014183731792121457,0.46986130763051104,0.06929437019320969,explore
B3,0.030435448722655772,0.573867382385874,4.605106647111842,0.07539443625642477,39.72983389641874,0.28831909659536414,527.5774170074976,0.0005327048400793991,0.0012931563775592698,0.0004794764574493509,0.005521567787335356,0.0014183731792121457,0.46986130763051104,0.06929437019320969,explore
C3,0.030435448722655772,0.573867382385874,4.605106647111842,0.07539443625642477,39.72983389641874,0.28831909659536414,527.5774170074976,0.0005327048400793991,0.0012931563775592698,0.0004794764574493509,0.005521567787335356,0.0014183731792121457,0.46986130763051104,0.06929437019320969,explore
D3,0.006421299440852825,0.6735372542108252,4.557756000176669,0.054777925513239345,9.943404637239247,0.24946871915423596,458.88533554998776,0.0001746718314122851,0.0018554660205286951,0.0002602471402448712,0.002031143669453622,0.00025425031892213374,0.5650498914888716,0.06258866284087428,exploit
E3,0.006421299440852825,0.6735372542108252,4.557756000176669,0.054777925513239345,9.943404637239247,0.24946871915423596,458.88533554998776,0.0001746718314122851,0.0018554660205286951,0.0002602471402448712,0.002031143669453622,0.00025425031892213374,0.5650498914888716,0.06258866284087428,exploit
F3,0.006421299440852825,0.6735372542108252,4.557756000176669,0.054777925513239345,9.943404637239247,0.24946871915423596,458.88533554998776,0.0001746718314122851,0.0018554660205286951,0.0002602471402448712,0.002031143669453622,0.00025425031892213374,0.5650498914888716,0.06258866284087428,exploit
A4,0.008665584946630854,0.67473101599995,4.101002763140775,0.04420318420032101,10.293333921881157,0.2637298478461625,496.5931689166802,0.00017511962476279171,0.0014100321959659471,0.00010000114491525748,0.006292188687740343,0.0002070700320972467,0.5570162196349873,0.06240672229127763,exploit
B4,0.008665584946630854,0.67473101599995,4.101002763140775,0.04420318420032101,10.293333921881157,0.2637298478461625,496.5931689166802,0.00017511962476279171,0.0014100321959659471,0.00010000114491525748,0.006292188687740343,0.0002070700320972467,0.5570162196349873,0.06240672229127763,exploit
C4,0.008665584946630854,0.67473101599995,4.101002763140775,0.04420318420032101,10.293333921881157,0.2637298478461625,496.5931689166802,0.00017511962476279171,0.0014100321959659471,0.00010000114491525748,0.006292188687740343,0.0002070700320972467,0.5570162196349873,0.06240672229127763,exploit
D4,0.008665584946630854,0.67473101599995,4.275314135494433,0.0557514223306146,10.293333921881157,0.12826064336436738,449.82431414681565,0.00014203324985320902,0.0018893572422360048,0.0004657842512098354,0.006292188687740343,0.0002070700320972467,0.5565852394735367,0.06227894937268022,exploit
E4,0.008665584946630854,0.67473101599995,4.275314135494433,0.0557514223306146,10.293333921881157,0.12826064336436738,449.82431414681565,0.00014203324985320902,0.0018893572422360048,0.0004657842512098354,0.006292188687740343,0.0002070700320972467,0.5565852394735367,0.06227894937268022,exploit
F4,0.008665584946630854,0.67473101599995,4.275314135494433,0.0557514223306146,10.293333921881157,0.12826064336436738,449.82431414681565,0.00014203324985320902,0.0018893572422360048,0.0004657842512098354,0.006292188687740343,0.0002070700320972467,0.5565852394735367,0.06227894937268022,exploit
A5,0.011663668764556809,0.40055836226027586,4.712678588397364,0.04388133408944841,10.689283779609479,0.2850257481945644,497.99159164557074,0.0001528967135692186,0.0016048748319767642,0.0004627559442637397,0.003220891949726184,0.000782667436948909,0.5539740821804684,0.06207766442891775,exploit
B5,0.011663668764556809,0.40055836226027586,4.712678588397364,0.04388133408944841,10.689283779609479,0.2850257481945644,497.99159164557074,0.0001528967135692186,0.0016048748319767642,0.0004627559442637397,0.003220891949726184,0.000782667436948909,0.5539740821804684,0.06207766442891775,exploit
