Well,MOPS[mM],Tricine[mM],H3BO3[mM],Glucose[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],Kan[g/l]
A1,40.0,4.0,0.0451864475400331,20.0,0.5906374142617398,4.4139465593665115,0.0238916271782026,47.480272291958705,0.0330976241154087,651.2337027082721,0.0005405795349533,0.0030099096039601,0.0005362477041113,0.0071664859765183,0.0012521636507957,0.05
B1,40.0,4.0,0.0451864475400331,20.0,0.5906374142617398,4.4139465593665115,0.0238916271782026,47.480272291958705,0.0330976241154087,651.2337027082721,0.0005405795349533,0.0030099096039601,0.0005362477041113,0.0071664859765183,0.0012521636507957,0.05
C1,40.0,4.0,0.0451864475400331,20.0,0.5906374142617398,4.4139465593665115,0.0238916271782026,47.480272291958705,0.0330976241154087,651.2337027082721,0.0005405795349533,0.0030099096039601,0.0005362477041113,0.0071664859765183,0.0012521636507957,0.05
D1,40.0,4.0,0.0347174830687702,20.0,0.6410537652370372,4.219546084367764,0.0223660681007295,40.90108145624215,0.1568464932817095,719.6884741790999,0.0003353352125911,0.0039819195433779,0.0002753674124952,0.008756712878832,0.0006902848827664,0.05
E1,40.0,4.0,0.0347174830687702,20.0,0.6410537652370372,4.219546084367764,0.0223660681007295,40.90108145624215,0.1568464932817095,719.6884741790999,0.0003353352125911,0.0039819195433779,0.0002753674124952,0.008756712878832,0.0006902848827664,0.05
F1,40.0,4.0,0.0347174830687702,20.0,0.6410537652370372,4.219546084367764,0.0223660681007295,40.90108145624215,0.1568464932817095,719.6884741790999,0.0003353352125911,0.0039819195433779,0.0002753674124952,0.008756712878832,0.0006902848827664,0.05
A2,40.0,4.0,0.0605209682859968,20.0,0.213609883236798,4.231751726832771,0.0222734995347692,31.848979127945128,0.4929750762677441,782.0786481022294,0.0004810157856039,0.0038560840924064,0.0002218831197651,0.0074865620472574,0.0017061351012227,0.05
B2,40.0,4.0,0.0605209682859968,20.0,0.213609883236798,4.231751726832771,0.0222734995347692,31.848979127945128,0.4929750762677441,782.0786481022294,0.0004810157856039,0.0038560840924064,0.0002218831197651,0.0074865620472574,0.0017061351012227,0.05
C2,40.0,4.0,0.0605209682859968,20.0,0.213609883236798,4.231751726832771,0.0222734995347692,31.848979127945128,0.4929750762677441,782.0786481022294,0.0004810157856039,0.0038560840924064,0.0002218831197651,0.0074865620472574,0.0017061351012227,0.05
D2,40.0,4.0,0.03150081839585,20.0,0.3127026059069902,4.210275431466226,0.0675822286152606,44.13669892553803,0.3200890962266901,472.0959436516872,0.0004274154204242,0.0008817400182208,0.000137365573257,0.012223347630891,0.0008563881902683,0.05
E2,40.0,4.0,0.03150081839585,20.0,0.3127026059069902,4.210275431466226,0.0675822286152606,44.13669892553803,0.3200890962266901,472.0959436516872,0.0004274154204242,0.0008817400182208,0.000137365573257,0.012223347630891,0.0008563881902683,0.05
